,SN20A,SN20B,SN21A,SN21B,SN22A,SN22B,SN23A,SN23B,SN24A,SN24B,SN25A,SN25B
LOC124905366,24,15,138,15,17,22,22,9,22,6,21,19
LOC441239,0,1,2,0,2,1,0,0,0,0,2,0
NewGene_8893,0,6,0,0,4,0,4,0,0,2,0,0
AKR1D1,0,0,0,0,4,4,2,6,0,0,2,0
LMO7,646,653,454,452,382,433,432,479,578,505,382,382
LOC124903405,0,0,0,0,0,0,0,1,1,0,1,0
NewGene_8897,38,27,20,22,0,16,58,15,27,30,3,49
NewGene_8895,28,12,41,3,46,42,67,34,28,36,44,33
LMO2,1605,1587,1962,1410,4103,5345,2666,2988,1740,1919,750,907
POLR3E,770,687,651,664,649,645,624,398,577,581,720,787
NewGene_8899,0,0,0,0,0,2,0,0,1,1,0,2
NewGene_8898,0,0,1,0,5,5,4,3,2,4,0,3
ERVV-1,0,0,2,0,1,0,0,0,2,3,0,0
LOC124903408,0,0,0,0,2,0,0,0,0,0,0,0
ERVV-2,0,0,0,0,5,3,0,0,0,2,0,0
CT47A10,0,0,0,0,0,0,0,0,0,0,0,0
CT47A12,0,0,0,0,0,0,0,0,0,0,0,0
RPS4Y2,0,0,0,0,0,0,0,0,0,0,0,0
NewGene_5691,0,5,2,0,5,4,0,3,3,0,0,0
SKIL,2874,3090,3123,3389,3488,3966,3670,3851,2954,3460,3107,3306
CDADC1,456,354,414,370,461,425,453,399,504,385,513,472
DEFB104B,0,0,0,0,0,0,0,2,0,0,0,0
CYP8B1,3,3,0,2,4,2,3,0,3,0,0,2
SPTB,285,269,822,237,922,1029,589,649,576,618,802,657
CAPZA2,5469,5182,5870,4991,5619,5477,5587,4994,4852,4135,6309,5574
CAPZA3,0,0,0,0,0,0,2,0,0,0,0,0
CAPZA1,4519,4531,4765,4107,4875,4804,4760,4701,4002,3553,4917,4663
MMACHC,349,313,317,483,272,319,370,252,350,335,421,352
AURKAIP1,1526,1267,1103,917,1108,1109,958,1063,978,1005,1402,1109
ZAR1L,2,0,0,0,0,0,0,0,3,0,0,0
NewGene_6578,0,0,0,0,0,0,0,0,0,0,0,0
NewGene_540,0,0,0,0,0,0,0,0,0,0,0,4
TRMT2A,1208,958,817,851,715,729,816,591,869,856,1187,977
UBASH3B,854,833,3239,934,4205,4841,2226,3919,1537,1832,1414,1479
UBASH3A,0,3,6,0,10,20,6,9,0,6,4,2
NewGene_548,141,99,19,20,25,6,13,10,30,2,118,115
NewGene_549,0,4,0,0,0,0,0,0,0,0,3,2
S100A12,0,0,0,0,0,0,0,0,0,0,0,0
S100A13,1033,882,681,387,546,480,412,454,505,514,745,587
S100A10,1195,1591,3121,984,2742,3475,2261,3438,1118,1539,828,895
S100A11,6218,6451,2287,1525,1924,1688,1691,2102,2770,2565,3912,2911
S100A16,837,797,340,250,174,281,246,316,269,311,286,226
S100A14,0,2,3,0,2,8,5,0,0,8,6,0
PEDS1,1945,1932,1750,1356,1718,1907,1637,1879,1370,1451,1445,1304
MANBA,3007,2837,1659,1004,1901,1813,1550,1626,1610,1711,2424,2183
MOG,0,0,0,0,0,0,0,0,0,0,0,0
NewGene_5799,3,4,10,9,7,0,4,7,0,7,4,5
MOK,1152,1059,536,574,568,566,565,445,666,635,1105,1013
FKBP3,2534,2506,4050,4057,3615,4147,3924,3643,3359,3243,3356,3327
MOS,0,0,0,0,0,0,0,0,0,0,0,0
LOC124900986,4,4,9,27,2,15,32,14,19,21,2,14
VAPB,3226,3054,4709,3664,4939,5292,4715,4814,3713,3890,4174,4144
VAPA,4895,4480,7323,5537,7556,7745,6843,7223,5367,5312,6646,6509
FKBP4,5111,4082,6187,4648,6403,6901,5962,5800,4877,4691,5405,5266
OR4F15,0,0,0,0,0,0,0,0,0,0,0,0
OR4F17,0,0,0,0,0,0,0,0,0,0,0,0
OR4F16,6,3,4,4,0,6,2,3,3,3,4,2
TBX19,31,50,42,35,31,20,39,32,24,44,37,38
PMM1,1110,1023,1155,896,1284,1384,1109,1152,873,1039,972,951
TIMM50,1733,1507,1661,1663,1644,1880,1689,1489,1382,1363,1911,1562
LRRC58,1458,1505,1023,1438,1146,1025,1520,1031,1208,1089,1689,1738
LRRC55,871,828,4306,4788,3616,3921,5224,3640,3483,3833,2841,2800
PLN,2,0,0,0,0,0,0,6,3,2,2,0
PMFBP1,87,76,516,156,405,615,272,433,291,365,640,498
TLE5,4098,3779,9014,6568,7639,8617,6742,6939,6505,6586,8423,7009
PLG,2,5,5,3,17,10,10,8,7,10,10,5
PROKR1,45,66,210,71,23,78,1263,66,2295,1045,341,307
NewGene_8602,3654,3378,3627,2089,3300,3339,3266,2537,3087,3890,4455,3547
LOC128125818,0,0,0,0,0,0,0,0,0,0,0,0
LOC128125814,0,0,0,0,0,0,0,0,0,0,0,0
LOC128125817,1,1,1,1,1,1,1,1,1,1,1,1
NKAP,914,871,923,899,915,1011,979,923,814,904,1078,896
GABRB1,28,15,74,17,43,71,40,77,53,25,55,50
IL11RA,900,747,970,661,837,913,1069,760,881,929,838,704
GABRB3,2006,1686,6537,4304,7889,8945,6277,7315,4393,4945,5044,4635
GABRB2,72,77,513,224,259,338,358,426,220,293,255,245
GNRH1,327,346,610,153,2044,2222,685,1019,1465,2977,850,845
OBSL1,5109,4533,4884,4111,4483,4294,6240,3678,5548,5425,5992,4910
GNRH2,6,9,9,2,3,2,6,4,8,9,7,9
LOC124903185,0,0,0,0,0,0,0,0,0,0,0,0
NGF,78,101,92,44,36,23,122,42,111,103,55,41
NGB,9,6,22,38,37,57,36,38,60,48,88,89
PAK1,2209,1916,4415,3723,4034,4522,4393,3939,3307,3554,4338,3868
NewGene_18218,9,7,7,7,3,5,8,0,6,6,0,11
C19orf25,521,437,462,423,465,504,412,379,448,472,520,507
PAK2,4984,5179,5550,7693,5513,5797,6866,5310,5387,4461,7134,6305
PAK5,333,247,1468,1367,1648,1598,1988,1320,1361,1333,1840,1768
PAK4,1112,1031,629,897,609,473,765,482,767,667,1144,875
PAK6,264,182,438,172,250,287,173,265,315,95,492,469
OR2T27,0,0,0,0,0,0,0,0,0,0,0,0
NewGene_18210,0,0,0,0,0,0,0,0,0,0,0,0
OPN1LW,0,0,0,0,0,0,0,0,0,0,0,0
GNRHR,13,11,41,53,52,64,75,39,56,39,27,41
NewGene_18215,0,0,0,0,3,5,0,4,6,4,0,0
NewGene_18217,153,86,254,170,209,265,240,205,206,253,260,199
NewGene_18216,2,0,3,0,2,3,2,6,3,8,0,3
NewGene_18585,0,0,0,0,0,3,0,0,0,0,0,0
NewGene_18586,33,35,34,39,67,61,62,58,58,44,72,51
DMBT1,7,4,100,9,99,206,37,169,10,50,3,10
DHH,18,14,37,12,13,31,28,21,16,13,18,4
NCEH1,1526,1622,799,417,770,856,763,942,783,1008,677,673
OR4X1,0,0,0,0,0,0,0,0,0,0,0,0
CDK5RAP3,4912,4203,3394,4720,2716,3106,4258,2155,4146,4897,4692,3948
CDK5RAP2,2754,2389,1645,2264,1405,1236,2063,1246,1828,1575,2530,2328
CDK5RAP1,731,596,613,597,506,554,601,510,457,536,782,634
CCDC68,3,4,26,3,42,55,20,22,4,8,18,18
CCDC69,352,242,148,75,123,53,137,58,192,91,228,160
CEP192,707,761,615,997,541,635,912,547,667,678,822,750
CCDC60,569,439,143,92,171,172,86,143,156,84,306,332
CCDC61,135,125,108,89,78,91,91,43,98,95,122,143
CCDC62,10,12,19,35,38,51,55,29,38,38,55,32
CCDC63,0,0,0,0,0,0,4,0,3,0,0,0
CCDC65,410,431,161,196,150,135,164,125,199,173,417,378
CCDC66,698,614,618,727,509,567,722,491,659,615,747,694
CAMK2N1,1515,1520,7493,3078,8943,10523,5450,7906,4828,5352,5309,5146
CAMK2N2,288,204,1075,478,1132,1339,676,969,696,809,648,695
UBE2D3,10599,10044,9960,9974,10938,10941,10381,9965,9075,8549,10670,10236
UBE2D2,3688,3537,5701,5219,5161,6063,5436,5063,4137,4181,4613,4756
UBE2D1,1079,1142,1571,1680,1643,1727,1708,1661,1495,1378,1685,1748
NewGene_10048,6,0,58,0,29,19,14,30,13,5,41,22
UBE2D4,673,526,760,710,810,801,849,748,632,607,812,745
NewGene_10044,178,99,181,35,121,28,81,39,196,97,651,291
NewGene_10045,2,0,0,0,0,0,0,0,2,0,6,0
NewGene_10046,0,0,4,0,0,0,3,0,0,0,41,0
CASQ1,16,21,21,44,10,11,50,12,33,31,10,5
NewGene_10042,0,0,0,2,0,0,2,0,0,2,2,0
NewGene_15278,8,8,9,15,1,4,28,10,13,10,14,7
NewGene_11799,3,2,5,4,4,0,0,0,2,4,1,3
CLK4,384,331,549,687,277,347,713,374,601,613,935,653
GARNL3,470,414,843,695,873,922,977,672,948,993,1238,1156
NewGene_15275,0,0,3,3,0,3,0,0,4,0,6,3
NewGene_15276,338,337,1218,1623,1301,1463,1541,1190,988,1073,1042,955
NewGene_15277,3,0,0,2,2,6,0,2,3,3,3,0
NewGene_11793,38,30,23,60,43,53,107,40,73,78,55,91
NewGene_15271,0,0,0,0,0,0,0,0,2,0,0,0
OXR1,1203,1225,2326,2328,2383,2390,2470,2151,1797,1958,1926,1825
NewGene_5797,0,0,0,2,2,0,0,0,0,0,0,0
HIGD2AP2,0,0,0,0,0,0,2,0,0,0,0,3
DEFA1B,0,0,0,0,0,0,0,0,0,0,0,0
TAF5L,629,570,867,969,857,930,1008,847,704,716,914,719
NR1D1,232,204,191,82,175,216,184,149,129,156,270,178
PPL,1557,1318,1448,391,1662,1526,1034,1225,1224,1292,2373,1660
TMEM86B,66,64,49,82,59,84,100,64,72,101,67,65
TMEM86A,724,453,815,973,796,878,839,742,809,854,805,687
NewGene_8131,0,0,0,0,0,0,0,0,0,0,0,0
NewGene_8132,0,0,0,2,0,0,0,0,0,0,0,0
NewGene_8136,0,0,0,0,0,0,0,0,0,0,0,2
NewGene_8137,0,0,2,0,2,0,2,0,0,0,0,2
NewGene_8138,11,12,25,35,31,39,25,18,24,12,19,25
NewGene_19196,0,0,0,0,0,0,0,0,0,0,0,0
IMPA2,888,619,319,436,223,148,522,162,365,289,455,322
IMPA1,1331,1285,1840,1257,1847,2135,1803,1823,1438,1363,1610,1544
ATIC,2410,2388,1966,2060,1936,2497,1989,2415,1869,2017,2192,2273
ATP10D,2164,1954,815,844,838,629,969,719,1275,1083,1231,1108
TIPARP,1481,1296,1774,1052,1483,1605,1427,1577,1261,1179,1732,1601
MUC16,0,3,0,0,0,0,0,0,0,3,2,0
NewGene_3420,2,0,2,4,0,0,0,6,2,0,0,0
MELK,52,63,119,503,59,98,191,139,130,82,76,120
RPEL1,11,8,8,4,8,2,5,6,4,11,8,7
PTP4A1,7975,8483,10623,8738,11722,13363,9726,12280,7101,7314,9253,9279
PTP4A2,9186,8653,8155,8915,8007,8870,8410,7481,7135,6859,7033,6453
PTP4A3,337,271,316,221,407,322,278,193,322,300,516,301
BRI3BP,808,784,1102,982,1123,1121,1174,1061,986,885,1072,943
NINL,1913,1623,1764,1883,1491,1668,2122,1372,1884,1857,1973,1602
C1orf167,4,1,0,0,0,0,0,1,1,0,4,0
NewGene_18931,0,0,0,13,0,0,0,0,0,0,0,4
NewGene_18935,3,3,6,8,11,14,14,9,13,9,1,5
OTUB2,232,216,509,323,400,544,458,372,330,343,286,247
OTUB1,3141,2436,2496,2273,2309,2418,2370,2047,2332,2172,2977,2488
MAP10,236,179,183,208,247,269,180,194,180,218,163,142
PRRG3,304,311,997,667,925,1193,855,852,747,857,729,814
PRRG2,4,0,12,3,3,2,7,0,2,8,0,8
PRRG1,397,403,589,515,593,641,630,572,521,478,603,457
PRRG4,93,45,89,15,48,41,31,25,54,43,93,51
NewGene_17106,28,34,123,46,112,106,174,162,111,135,67,63
NewGene_17109,0,0,0,0,0,0,0,2,0,0,0,0
SPOP,1330,1321,1373,1782,1436,1560,1727,1381,1512,1373,2304,1886
NewGene_12554,3,1,8,0,7,3,10,2,7,2,2,2
NewGene_12555,30,16,33,62,35,37,39,37,32,48,42,45
NewGene_12556,0,0,0,0,0,0,0,0,2,0,0,2
NewGene_12551,2,0,0,0,0,0,0,0,0,0,4,0
ZNF664-RFLNA,0,43,52,11,188,227,400,91,28,236,255,150
NewGene_1362,0,0,8,0,0,0,5,0,0,8,0,0
OR6N2,0,0,0,0,0,0,0,0,0,0,0,0
OR6N1,0,0,0,0,0,0,0,0,0,0,0,0
NewGene_13688,0,0,0,0,2,6,0,2,4,3,3,0
NewGene_13687,0,0,0,0,2,0,2,0,2,0,0,0
NewGene_13686,6,15,12,12,12,8,8,10,9,0,20,11
NewGene_13685,22,15,99,63,74,86,110,82,64,64,73,36
NewGene_13684,71,70,43,38,50,48,42,30,58,42,45,59
NewGene_13683,5,3,0,5,5,6,3,3,0,3,5,2
NewGene_13682,0,0,2,0,4,7,6,0,2,2,4,2
NewGene_13681,366,297,715,435,856,849,646,823,438,562,492,471
MARVELD1,2378,2260,1313,1283,1077,1163,1170,1213,1647,1334,2072,1520
MARVELD3,894,621,319,212,368,202,487,198,543,348,793,529
MAP1S,1042,901,1531,1166,1576,1740,1470,1339,1191,1126,1451,1178
NewGene_12883,3,3,0,0,0,0,0,0,2,0,0,0
NewGene_12880,9,4,0,0,0,0,0,0,0,7,0,0
NewGene_12881,0,4,0,0,2,0,0,0,0,2,0,1
NewGene_12886,158,109,290,75,203,244,206,252,160,174,187,115
MAP1B,27036,27502,91523,85132,114988,119860,101327,105538,68729,72253,67870,68748
MAP1A,7510,6123,17194,7115,21379,22173,14380,18717,11368,11339,9878,8020
NewGene_12885,4,10,10,14,8,17,24,12,11,15,11,11
SLC37A1,1687,1488,2244,1528,2339,2742,2278,2176,2288,2316,2499,1874
USH2A,97,73,102,64,118,146,99,131,108,128,78,102
SLC37A3,750,757,1507,1674,1199,1658,1737,1388,1485,1541,1581,1448
SLC37A2,71,74,21,25,17,19,28,23,39,22,34,25
NCAPG2,257,266,343,1001,310,333,699,314,390,274,424,446
NewGene_14480,9,4,8,9,13,10,8,0,7,0,13,11
NewGene_14483,0,0,0,0,0,0,0,0,0,0,0,0
NewGene_14485,25,30,12,2,31,18,6,6,17,21,13,16
NewGene_14486,32,25,30,6,19,12,2,14,28,25,37,13
NewGene_14487,0,2,0,0,0,2,0,0,0,2,0,9
NewGene_14488,0,0,0,0,0,0,0,0,0,0,0,3
NewGene_14489,51,34,35,62,39,52,60,19,50,73,51,57
CYP2E1,58,63,108,66,74,120,81,81,77,127,76,67
IDH2,4310,3583,2895,3930,2373,2294,3262,2256,2876,2594,3255,3027
EGLN1,2174,1927,2860,2417,2811,2962,3651,2558,2639,2394,3775,3149
EGLN2,1615,1533,1835,1639,1577,1793,1750,1708,1607,1679,2118,1681
EGLN3,454,322,394,253,493,397,673,333,270,275,345,300
ATP5PF,2132,1834,2080,1735,2015,1994,1822,1808,1749,1829,1874,1911
KRTAP25-1,0,0,0,0,0,0,0,0,0,0,0,0
NewGene_2949,0,0,0,0,0,6,0,0,0,0,0,0
NewGene_2948,11,11,37,19,68,88,28,67,48,79,51,66
DNPH1,556,548,209,299,232,279,319,268,289,307,520,438
NewGene_2943,0,0,0,0,0,0,0,0,0,0,0,0
NewGene_2942,0,0,2,0,0,0,2,0,0,0,0,0
NewGene_2941,0,0,2,1,0,0,0,0,0,0,0,0
NewGene_2940,0,2,0,0,0,0,0,0,0,0,0,0
NewGene_2947,0,0,0,3,6,3,0,3,2,0,0,2
NewGene_2946,0,5,4,7,5,4,6,0,4,5,0,5
NewGene_2945,0,12,11,14,17,12,14,5,24,15,16,8
NewGene_2944,18,23,31,48,33,39,44,32,28,46,51,40
SPADH,0,0,0,0,0,0,0,0,0,0,0,0
SREK1IP1,1210,1233,1125,1247,1134,1133,1300,1085,1118,1066,1508,1384
LIAS,318,290,280,417,308,333,365,318,327,400,350,374
RBSN,1211,1197,1931,2415,1832,2100,2527,1847,2008,1884,1971,1877
NUP210L,5,3,7,9,3,6,15,4,9,16,6,8
DIS3L2,1059,848,916,1178,894,981,1086,828,937,914,1133,1021
CGAS,0,3,10,4,6,0,4,4,5,8,19,2
CHGA,575,476,3095,1154,4262,6366,2158,3770,1418,2093,1425,1241
CHGB,1418,1045,8890,2871,8067,9688,5815,7783,4923,5368,6376,5036
SLC22A13,4,0,5,0,0,0,2,0,0,0,0,0
SLC22A12,0,0,0,2,0,5,3,2,0,3,0,0
SLC22A11,0,0,0,0,0,0,0,0,3,0,0,0
SLC22A10,0,0,0,0,0,0,0,0,0,0,0,0
SLC22A17,10343,8660,13720,7590,13240,13917,10831,12195,9838,10411,11125,9848
SLC22A16,0,0,0,0,0,0,0,0,0,0,0,0
SLC22A15,308,303,1156,793,1107,1421,978,900,778,811,1114,997
SLC22A14,0,5,17,0,16,20,18,19,2,16,4,6
CYP3A7,0,0,10,0,0,0,0,0,0,0,9,0
CYP3A5,33,24,54,58,80,86,98,96,46,84,36,28
CYP3A4,4,0,0,5,4,3,0,4,5,5,3,9
GDA,312,300,370,465,536,248,931,254,731,420,560,547
TDO2,7,8,39,11,15,22,24,6,12,16,9,4
NewGene_11969,94,81,31,29,20,11,22,13,20,29,49,40
NewGene_1416,7,0,5,0,0,0,0,0,0,0,16,20
NewGene_1410,0,5,2,0,4,2,0,0,0,0,0,0
NewGene_1412,31,25,17,19,9,11,9,12,10,11,35,17
NewGene_1413,49,30,85,45,93,111,96,93,63,73,141,141
NewGene_11960,0,0,0,34,0,0,23,0,0,0,33,0
NewGene_11961,79,78,60,17,43,50,20,47,37,37,22,24
NewGene_11962,1,5,3,4,3,11,11,5,6,3,4,3
NewGene_11963,0,0,3,0,3,3,0,7,0,4,0,2
NewGene_11966,34,24,18,5,16,17,20,4,18,22,7,5
NewGene_15402,0,0,0,0,4,6,4,2,0,0,0,0
NewGene_3300,155,46,9,4,0,0,7,0,11,2,15,7
NewGene_3301,32,19,0,2,3,0,2,0,8,0,6,9
NewGene_3306,4,0,0,0,0,0,0,0,0,0,0,0
NewGene_3307,3,0,23,8,5,3,11,12,12,2,0,4
NewGene_3304,0,0,0,0,0,0,0,0,0,0,0,0
NewGene_3305,2,0,0,0,0,0,0,0,0,0,0,0
TNNC2,5,0,7,0,5,3,0,2,4,6,4,2
ICAM2,0,2,0,0,7,5,3,0,1,0,0,0
ICAM3,189,161,164,120,145,150,162,109,116,156,154,109
ICAM4,7,11,2,2,4,0,0,0,0,2,0,0
ICAM5,168,136,79,58,53,71,78,71,53,70,43,44
TRH,673,430,2753,2450,3387,4675,2449,3392,1028,1594,655,749
CRYZ,1784,1560,1164,1234,1253,967,1224,910,1153,934,1483,1455
TRO,4383,3943,6386,4953,5519,6514,6117,4938,5868,6509,6940,5430
HARS2,1243,1230,1293,1315,1194,1275,1373,1065,1295,1238,1702,1313
HARS1,3275,2883,3971,2860,3667,4104,3722,3684,3165,3254,3545,2985
YTHDF1,4203,4341,2992,2962,3243,3414,3439,3214,2912,3189,3404,2988
CRY1,1503,1333,1584,2479,1268,1349,1909,1244,1400,1312,2248,1831
CRY2,1007,836,1283,802,1429,1473,1493,1289,1232,1294,1801,1353
PDYN,39,16,1209,130,472,548,435,340,240,309,379,398
NewGene_12500,0,0,0,0,0,0,0,0,0,0,0,0
CCDC24,363,324,326,219,278,378,346,272,346,366,285,319
SCRN1,13710,12721,21451,19578,20758,22217,22005,19793,16399,15401,16296,15637
SCRN2,860,690,550,452,532,581,504,435,613,624,744,659
SCRN3,1281,1226,1576,1687,1841,1982,1741,1671,1470,1512,1679,1563
CD200R1L,0,0,0,0,0,0,0,0,0,0,0,0
CCDC27,0,6,8,0,4,5,0,5,5,4,7,4
NewGene_5469,11,9,5,7,19,25,13,4,21,13,25,24
QARS1,7213,6139,3545,5792,3316,3031,4789,3046,4548,3988,6149,5545
NewGene_5465,42,26,148,149,88,130,143,150,118,115,120,139
NewGene_5464,2,5,5,4,1,1,6,1,0,0,0,1
NewGene_5467,13,21,11,36,8,9,12,5,10,15,10,21
NewGene_5466,0,0,0,0,0,0,0,0,0,3,0,0
NewGene_5460,0,0,0,0,0,0,0,0,0,0,0,0
NewGene_5463,82,77,51,62,76,78,79,84,56,73,73,66
NewGene_5462,317,248,493,398,385,455,421,382,327,325,394,384
C2orf92,39,25,49,34,34,38,29,33,48,70,51,59
ADAM19,4774,5781,4216,3168,3682,6053,3121,6219,2876,3976,2394,3041
ANKRD29,158,109,323,232,478,478,347,449,271,291,289,239
ADAM15,1644,1313,1109,1213,1033,1138,1292,926,1102,1255,1072,955
ANKRD26,773,807,743,850,657,748,979,627,759,740,1045,907
ANKRD27,1426,1106,1085,874,1002,991,1056,866,1173,1042,1435,1185
ADAM11,416,361,1561,802,1755,1845,1492,1489,1159,1530,1062,888
ADAM10,7307,7154,4293,4659,4663,4383,4881,4371,4828,4987,5411,5048
ANKRD22,2,0,13,0,2,16,14,8,2,4,0,0
FCHSD2,2118,2032,3058,2198,3202,3375,3028,2877,2756,2752,3784,3212
CLASP2,4846,4454,12680,10618,14701,15567,14829,12746,12110,12754,13557,12342
CLASP1,3720,3465,5143,5575,5955,6257,6322,5369,5165,5238,5659,5248
VCPKMT,414,408,468,425,432,541,459,464,389,444,398,416
NewGene_2169,4,0,0,0,0,3,2,0,0,2,2,0
NewGene_2168,236,150,92,151,49,87,108,62,104,94,148,99
REPIN1,6100,4645,3934,3864,3528,3613,3794,3146,4050,3494,6014,4592
NewGene_2161,0,0,0,4,0,0,0,0,2,6,3,0
NewGene_5791,56,48,27,10,20,28,31,31,39,12,39,38
C12orf40,2,0,0,0,0,2,0,0,0,0,0,0
NewGene_2164,0,2,0,0,0,0,0,0,3,0,0,0
C12orf42,12,0,30,20,17,36,7,24,16,16,13,12
C12orf43,614,547,654,698,628,599,734,562,559,633,825,578
LOC107987478,0,0,4,1,0,0,0,0,3,2,0,1
LOC107987479,1,1,4,1,0,0,0,0,5,4,1,2
PCED1A,1749,1445,1489,1572,1300,1519,1829,1149,1623,1711,2227,1719
PCED1B,37,36,29,16,25,33,21,38,27,28,22,18
DENND2A,1870,1589,1831,2514,1636,1833,2317,1572,1830,1587,2739,2325
DENND2C,135,124,89,79,74,82,86,84,106,86,109,95
DENND2B,7485,7156,2710,2392,2798,2593,2722,2510,2990,3500,4135,3283
DENND2D,11,9,2,0,4,0,0,0,0,2,3,3
LOC124906255,19,6,37,21,38,42,30,47,27,49,35,17
LOC124906252,0,0,0,0,0,0,0,0,0,0,0,0
THBD,520,570,413,150,493,562,328,440,504,327,307,270
USO1,7334,7198,4419,5141,4529,4155,4402,3981,4902,4173,7102,5576
LOC124905613,0,0,0,0,0,0,0,0,0,0,0,0
NewGene_17424,0,0,0,49,0,0,0,0,0,0,0,0
DPYSL3,13772,14214,71812,50565,66314,78017,67501,69841,49566,52602,55283,51494
DPYSL2,8744,7590,23490,20579,35309,36139,29588,29660,21055,21588,22736,21409
LOXL4,45,53,73,139,44,53,51,85,55,83,22,26
LOXL3,2680,2121,1640,1343,1244,1252,1356,1311,1640,1714,1268,1186
LOXL2,3945,4468,3182,1861,1674,2407,1659,2934,2098,2444,2583,2042
LOXL1,8795,9449,2896,2356,3374,3878,2401,3844,3041,4293,2802,3055
DPYSL4,1488,1512,2981,3857,3177,3466,4016,3022,2875,3138,2822,2495
GTF2I,7943,7290,10310,11637,10354,10667,11515,9559,9653,9499,12411,10325
NewGene_17421,0,0,0,0,0,0,0,1,0,0,2,0
LOC124905616,0,0,0,0,0,0,0,0,0,0,0,0
NewGene_10002,26,29,16,6,8,22,9,5,12,12,12,19
GTF2B,1017,954,862,853,734,823,920,698,755,813,1025,857
ARF6,3307,3052,2675,2279,2929,2908,2559,2702,2294,2196,3158,2942
ARF4,10592,10345,9626,9701,8583,9727,8431,8889,8277,7505,8542,8172
ARF5,2587,2110,2787,2647,2419,2675,2774,2203,2501,2389,3142,2493
ARF3,9266,8249,11118,8143,12057,13419,10372,11569,9112,8974,9785,8791
ARF1,16144,15132,12318,11948,12531,14177,12481,12469,10712,11188,12142,11687
NewGene_7104,23,15,19,26,10,23,17,18,25,17,25,15
RRP36,1241,1070,1035,1012,911,1123,1064,954,917,842,1084,948
NewGene_7107,21,11,7,17,5,8,5,7,9,14,15,4
NewGene_7100,527,473,533,730,716,661,774,585,502,528,686,705
NewGene_7101,0,3,6,4,3,4,7,4,4,7,9,6
NewGene_7102,17,10,10,19,12,15,17,11,12,12,10,0
NewGene_7103,9,27,24,30,7,26,35,21,25,31,17,25
HBA1,0,0,0,0,0,0,0,0,0,0,2,0
HBA2,2,0,0,0,0,0,0,0,2,0,1,0
RIPPLY2-CYB5R4,23,0,0,37,31,22,33,0,22,0,124,50
CEP43,1610,1468,1639,1240,1692,1837,1606,1468,1404,1666,1900,1651
CEP41,1416,1467,1875,2357,2216,2392,2309,1785,1724,1836,2069,2071
SCARB2,20584,21313,20791,14921,22318,21842,19219,20928,17538,17150,24001,24307
CEP44,555,498,367,575,410,430,581,317,400,402,527,518
SCARB1,2070,1627,1579,1149,1220,1473,1257,1250,1406,1274,1340,1119
IGSF9B,1593,1645,2993,2530,3083,3607,2991,2840,2566,3479,2094,2234
NewGene_6477,2,5,5,3,4,5,4,3,0,4,7,3
NewGene_6476,327,359,554,758,476,620,667,529,391,466,608,527
NewGene_6473,0,0,5,0,0,0,3,0,0,2,0,0
NewGene_6471,1,3,3,8,2,3,5,0,8,4,2,3
NewGene_6470,0,0,0,3,0,2,0,0,2,0,0,0
NGRN,6492,5339,9210,7326,8668,9934,8596,8023,7310,7397,8206,7388
NewGene_6479,0,2,0,0,0,2,0,0,4,3,2,4
NewGene_6478,284,210,223,224,239,248,341,172,214,215,449,297
EAPP,1141,1065,1007,1177,886,1018,1065,849,1005,897,1389,1232
NewGene_15233,20,27,11,12,13,18,26,15,9,16,18,16
NewGene_19568,0,0,4,0,2,1,3,5,0,3,3,2
NewGene_15235,0,0,0,0,0,0,0,0,0,1,2,0
NewGene_15236,0,2,2,0,0,0,0,0,0,0,0,0
GID8,2476,2486,2684,3394,2849,2956,3305,2547,2669,2664,3607,3079
NewGene_15239,0,5,0,14,12,11,11,6,4,5,8,4
PCYOX1L,555,519,680,590,789,911,863,928,625,879,501,448
RHBDD1,1042,983,875,1177,984,1026,1025,835,907,818,1001,1011
NewGene_12133,0,0,0,0,0,0,0,0,2,0,0,0
NewGene_11758,5,13,0,2,7,4,4,2,3,2,7,9
BTG3,258,35,49,2,4,28,119,28,10,17,72,7
CASQ2,0,0,0,84,8,0,6,0,2,0,12,4
LOC107984126,4,25,6,8,9,17,16,0,3,6,8,6
FAM78A,49,62,103,103,66,63,126,84,67,90,72,62
FAM78B,164,132,963,476,1093,1268,839,1087,850,869,669,590
NewGene_12139,0,0,1,0,0,0,0,0,0,2,0,1
SPATA31E1,0,3,0,0,0,0,0,0,0,0,0,0
THYN1,735,712,774,1035,683,669,932,627,745,712,951,865
ERO1A,2629,2623,3430,2278,3737,4138,3184,3621,2685,2719,3414,3127
LOC124905135,15,12,23,43,6,15,32,22,11,22,9,15
ERO1B,706,705,544,1133,848,1023,760,720,676,770,743,892
MROH2B,0,0,0,5,0,0,0,0,5,0,0,0
LOC124905139,0,0,0,0,0,0,0,0,0,0,0,0
NewGene_8448,0,0,0,2,0,0,0,0,0,0,0,0
NewGene_3218,7,7,9,8,9,15,18,20,3,9,15,10
NewGene_3219,6,6,8,9,9,7,7,6,0,5,9,12
NewGene_8440,0,0,0,0,1,0,0,0,0,0,0,0
NewGene_8442,0,8,18,13,10,14,22,30,10,18,14,21
NewGene_8444,0,0,0,0,0,0,0,2,2,0,0,0
NewGene_8445,3,3,0,0,2,2,4,0,3,0,8,3
NewGene_8446,112,78,147,120,163,163,128,138,141,148,119,110
EGFR,3185,2560,1814,1101,1583,1737,1451,1403,1957,1239,1689,1344
